number,DateTime,Date,Site6,Site5,Site3,Site2
7086,10/26/2019 8:15,10/26/2019,-5.14,-7.77,0.66,-1.73
7087,10/26/2019 8:30,10/26/2019,-5.14,-7.77,0.69,-1.73
7088,10/26/2019 8:45,10/26/2019,-5.14,-7.77,0.72,-1.73
7089,10/26/2019 9:00,10/26/2019,-5.14,-7.77,0.72,-1.73
7090,10/26/2019 9:15,10/26/2019,-5.14,-7.77,0.74,-1.73
7091,10/26/2019 9:30,10/26/2019,-5.14,-7.77,0.72,-1.73
7092,10/26/2019 9:45,10/26/2019,-5.14,-7.74,0.66,-1.73
7093,10/26/2019 10:00,10/26/2019,-5.14,-7.74,0.66,-1.73
7094,10/26/2019 10:15,10/26/2019,-5.14,-7.74,0.66,-1.73
7095,10/26/2019 10:30,10/26/2019,-5.14,-7.74,0.69,-1.73
7096,10/26/2019 10:45,10/26/2019,-5.14,-7.74,0.66,-1.76
7097,10/26/2019 11:00,10/26/2019,-5.14,-7.74,0.66,-1.76
7098,10/26/2019 11:15,10/26/2019,-5.14,-7.74,0.66,-1.76
7099,10/26/2019 11:30,10/26/2019,-5.14,-7.71,0.66,-1.76
7100,10/26/2019 11:45,10/26/2019,-5.14,-7.71,0.63,-1.76
7101,10/26/2019 12:00,10/26/2019,-5.14,-7.71,0.47,-1.76
7102,10/26/2019 12:15,10/26/2019,-5.14,-7.71,0.47,-1.76
7103,10/26/2019 12:30,10/26/2019,-5.14,-7.71,0.44,-1.73
7104,10/26/2019 12:45,10/26/2019,-5.14,-7.71,0.38,-1.73
7105,10/26/2019 13:00,10/26/2019,-5.14,-7.71,0.33,-1.76
7106,10/26/2019 13:15,10/26/2019,-5.14,-7.67,0.33,-1.73
7107,10/26/2019 13:30,10/26/2019,-5.14,-7.67,0.38,-1.73
7108,10/26/2019 13:45,10/26/2019,-5.14,-7.67,0.44,-1.73
7109,10/26/2019 14:00,10/26/2019,-5.14,-7.67,0.41,-1.73
7110,10/26/2019 14:15,10/26/2019,-5.14,-7.64,0.47,-1.73
7111,10/26/2019 14:30,10/26/2019,-5.14,-7.64,0.52,-1.73
7112,10/26/2019 14:45,10/26/2019,-5.14,-7.64,0.47,-1.73
7113,10/26/2019 15:00,10/26/2019,-5.14,-7.61,0.44,-1.73
7114,10/26/2019 15:15,10/26/2019,-5.14,-7.61,0.41,-1.73
7115,10/26/2019 15:30,10/26/2019,-5.14,-7.58,0.41,-1.73
7116,10/26/2019 15:45,10/26/2019,-5.14,-7.58,0.50,-1.73
7117,10/26/2019 16:00,10/26/2019,-5.14,-7.54,0.52,-1.73
7118,10/26/2019 16:15,10/26/2019,-5.14,-7.54,0.52,-1.73
7119,10/26/2019 16:30,10/26/2019,-5.14,-7.51,0.55,-1.73
7120,10/26/2019 16:45,10/26/2019,-5.14,-7.48,0.58,-1.73
7121,10/26/2019 17:00,10/26/2019,-5.17,-7.48,0.58,-1.73
7122,10/26/2019 17:15,10/26/2019,-5.17,-7.45,0.55,-1.73
7123,10/26/2019 17:30,10/26/2019,-5.17,-7.41,0.47,-1.73
7124,10/26/2019 17:45,10/26/2019,-5.17,-7.38,0.50,-1.73
7125,10/26/2019 18:00,10/26/2019,-5.17,-7.38,0.50,-1.73
7126,10/26/2019 18:15,10/26/2019,-5.17,-7.35,0.44,-1.73
7127,10/26/2019 18:30,10/26/2019,-5.17,-7.32,0.47,-1.73
7128,10/26/2019 18:45,10/26/2019,-5.17,-7.28,0.47,-1.73
7129,10/26/2019 19:00,10/26/2019,-5.17,-7.25,0.44,-1.73
7130,10/26/2019 19:15,10/26/2019,-5.17,-7.22,0.44,-1.73
7131,10/26/2019 19:30,10/26/2019,-5.17,-7.19,0.41,-1.73
7132,10/26/2019 19:45,10/26/2019,-5.17,-7.16,0.44,-1.73
7133,10/26/2019 20:00,10/26/2019,-5.17,-7.12,0.38,-1.73
7134,10/26/2019 20:15,10/26/2019,-5.20,-7.09,0.36,-1.73
7135,10/26/2019 20:30,10/26/2019,-5.20,-7.06,0.38,-1.73
7136,10/26/2019 20:45,10/26/2019,-5.20,-7.06,0.33,-1.73
7137,10/26/2019 21:00,10/26/2019,-5.20,-7.03,0.36,-1.70
7138,10/26/2019 21:15,10/26/2019,-5.20,-6.99,0.36,-1.70
7139,10/26/2019 21:30,10/26/2019,-5.20,-6.99,0.41,-1.73
7140,10/26/2019 21:45,10/26/2019,-5.20,-6.96,0.44,-1.73
7141,10/26/2019 22:00,10/26/2019,-5.20,-6.93,0.50,-1.73
7142,10/26/2019 22:15,10/26/2019,-5.20,-6.93,0.47,-1.70
7143,10/26/2019 22:30,10/26/2019,-5.20,-6.90,0.47,-1.73
7144,10/26/2019 22:45,10/26/2019,-5.20,-6.90,0.52,-1.70
7145,10/26/2019 23:00,10/26/2019,-5.20,-6.87,0.52,-1.70
7146,10/26/2019 23:15,10/26/2019,-5.20,-6.83,0.55,-1.70
7147,10/26/2019 23:30,10/26/2019,-5.20,-6.83,0.52,-1.70
7148,10/26/2019 23:45,10/26/2019,-5.20,-6.80,0.55,-1.70
7149,10/27/2019 0:00,10/27/2019,-5.20,-6.77,0.50,-1.70
7150,10/27/2019 0:15,10/27/2019,-5.20,-6.77,0.50,-1.70
7151,10/27/2019 0:30,10/27/2019,-5.20,-6.77,0.52,-1.70
7152,10/27/2019 0:45,10/27/2019,-5.20,-6.77,0.55,-1.70
7153,10/27/2019 1:00,10/27/2019,-5.20,-6.77,0.61,-1.70
7154,10/27/2019 1:15,10/27/2019,-5.20,-6.77,0.69,-1.67
7155,10/27/2019 1:30,10/27/2019,-5.17,-6.77,0.74,-1.67
7156,10/27/2019 1:45,10/27/2019,-5.17,-6.74,0.77,-1.67
7157,10/27/2019 2:00,10/27/2019,-5.17,-6.74,0.69,-1.67
7158,10/27/2019 2:15,10/27/2019,-5.17,-6.74,0.66,-1.67
7159,10/27/2019 2:30,10/27/2019,-5.17,-6.71,0.50,-1.67
7160,10/27/2019 2:45,10/27/2019,-5.17,-6.67,0.52,-1.67
7161,10/27/2019 3:00,10/27/2019,-5.20,-6.67,0.50,-1.67
7162,10/27/2019 3:15,10/27/2019,-5.20,-6.64,0.52,-1.67
7163,10/27/2019 3:30,10/27/2019,-5.20,-6.64,0.55,-1.67
7164,10/27/2019 3:45,10/27/2019,-5.20,-6.64,0.52,-1.64
7165,10/27/2019 4:00,10/27/2019,-5.20,-6.64,0.55,-1.64
7166,10/27/2019 4:15,10/27/2019,-5.20,-6.64,0.55,-1.64
7167,10/27/2019 4:30,10/27/2019,-5.20,-6.64,0.55,-1.64
7168,10/27/2019 4:45,10/27/2019,-5.17,-6.64,0.55,-1.64
7169,10/27/2019 5:00,10/27/2019,-5.17,-6.64,0.63,-1.64
7170,10/27/2019 5:15,10/27/2019,-5.17,-6.64,0.61,-1.64
7171,10/27/2019 5:30,10/27/2019,-5.17,-6.64,0.69,-1.64
7172,10/27/2019 5:45,10/27/2019,-5.14,-6.64,0.72,-1.61
7173,10/27/2019 6:00,10/27/2019,-5.14,-6.64,0.74,-1.61
7174,10/27/2019 6:15,10/27/2019,-5.14,-6.64,0.74,-1.61
7175,10/27/2019 6:30,10/27/2019,-5.14,-6.64,0.72,-1.61
7176,10/27/2019 6:45,10/27/2019,-5.14,-6.67,0.66,-1.61
7177,10/27/2019 7:00,10/27/2019,-5.14,-6.67,0.66,-1.61
7178,10/27/2019 7:15,10/27/2019,-5.14,-6.67,0.72,-1.61
7179,10/27/2019 7:30,10/27/2019,-5.14,-6.71,0.72,-1.58
7180,10/27/2019 7:45,10/27/2019,-5.11,-6.71,0.72,-1.58
7181,10/27/2019 8:00,10/27/2019,-5.11,-6.74,0.66,-1.58
7182,10/27/2019 8:15,10/27/2019,-5.11,-6.74,0.66,-1.58
7183,10/27/2019 8:30,10/27/2019,-5.11,-6.77,0.66,-1.58
7184,10/27/2019 8:45,10/27/2019,-5.11,-6.80,0.66,-1.58
7185,10/27/2019 9:00,10/27/2019,-5.11,-6.83,0.66,-1.58
7186,10/27/2019 9:15,10/27/2019,-5.11,-6.87,0.66,-1.58
7187,10/27/2019 9:30,10/27/2019,-5.11,-6.90,0.69,-1.56
7188,10/27/2019 9:45,10/27/2019,-5.11,-6.93,0.69,-1.56
7189,10/27/2019 10:00,10/27/2019,-5.11,-6.96,0.69,-1.56
7190,10/27/2019 10:15,10/27/2019,-5.08,-6.99,0.69,-1.56
7191,10/27/2019 10:30,10/27/2019,-5.08,-7.03,0.69,-1.56
7192,10/27/2019 10:45,10/27/2019,-5.08,-7.06,0.72,-1.56
7193,10/27/2019 11:00,10/27/2019,-5.08,-7.09,0.72,-1.56
7194,10/27/2019 11:15,10/27/2019,-5.08,-7.12,0.72,-1.53
7195,10/27/2019 11:30,10/27/2019,-5.08,-7.16,0.74,-1.53
7196,10/27/2019 11:45,10/27/2019,-5.08,-7.16,0.74,-1.53
7197,10/27/2019 12:00,10/27/2019,-5.08,-7.19,0.72,-1.53
7198,10/27/2019 12:15,10/27/2019,-5.08,-7.25,0.69,-1.53
7199,10/27/2019 12:30,10/27/2019,-5.08,-7.28,0.63,-1.53
7200,10/27/2019 12:45,10/27/2019,-5.08,-7.32,0.63,-1.53
7201,10/27/2019 13:00,10/27/2019,-5.08,-7.32,0.72,-1.53
7202,10/27/2019 13:15,10/27/2019,-5.08,-7.35,0.77,-1.53
7203,10/27/2019 13:30,10/27/2019,-5.08,-7.35,0.80,-1.53
7204,10/27/2019 13:45,10/27/2019,-5.05,-7.35,0.33,-1.53
7205,10/27/2019 14:00,10/27/2019,-5.05,-7.35,0.25,-1.50
7206,10/27/2019 14:15,10/27/2019,-5.05,-7.38,0.25,-1.50
7207,10/27/2019 14:30,10/27/2019,-5.05,-7.38,0.25,-1.50
7208,10/27/2019 14:45,10/27/2019,-5.05,-7.38,0.27,-1.50
7209,10/27/2019 15:00,10/27/2019,-5.05,-7.38,0.27,-1.50
7210,10/27/2019 15:15,10/27/2019,-5.05,-7.38,0.30,-1.50
7211,10/27/2019 15:30,10/27/2019,-5.05,-7.38,0.33,-1.50
7212,10/27/2019 15:45,10/27/2019,-5.05,-7.38,0.33,-1.50
7213,10/27/2019 16:00,10/27/2019,-5.02,-7.38,0.36,-1.50
7214,10/27/2019 16:15,10/27/2019,-5.02,-7.38,0.38,-1.50
7215,10/27/2019 16:30,10/27/2019,-5.02,-7.38,0.41,-1.50
7216,10/27/2019 16:45,10/27/2019,-5.02,-7.38,0.44,-1.47
7217,10/27/2019 17:00,10/27/2019,-5.02,-7.38,0.47,-1.47
7218,10/27/2019 17:15,10/27/2019,-5.02,-7.38,0.50,-1.47
7219,10/27/2019 17:30,10/27/2019,-5.02,-7.38,0.50,-1.47
7220,10/27/2019 17:45,10/27/2019,-5.02,-7.38,0.52,-1.47
7221,10/27/2019 18:00,10/27/2019,-5.02,-7.38,0.58,-1.47
7222,10/27/2019 18:15,10/27/2019,-5.02,-7.38,0.61,-1.47
7223,10/27/2019 18:30,10/27/2019,-5.02,-7.38,0.63,-1.47
7224,10/27/2019 18:45,10/27/2019,-5.02,-7.38,0.66,-1.47
7225,10/27/2019 19:00,10/27/2019,-4.99,-7.41,0.69,-1.47
7226,10/27/2019 19:15,10/27/2019,-5.02,-7.41,0.72,-1.47
7227,10/27/2019 19:30,10/27/2019,-4.99,-7.41,0.72,-1.44
7228,10/27/2019 19:45,10/27/2019,-4.99,-7.41,0.74,-1.44
7229,10/27/2019 20:00,10/27/2019,-4.99,-7.41,0.77,-1.44
7230,10/27/2019 20:15,10/27/2019,-4.99,-7.45,0.77,-1.44
7231,10/27/2019 20:30,10/27/2019,-4.99,-7.45,0.80,-1.44
7232,10/27/2019 20:45,10/27/2019,-4.99,-7.45,0.83,-1.44
7233,10/27/2019 21:00,10/27/2019,-4.99,-7.48,0.83,-1.44
7234,10/27/2019 21:15,10/27/2019,-4.99,-7.48,0.83,-1.44
7235,10/27/2019 21:30,10/27/2019,-4.99,-7.48,0.85,-1.44
7236,10/27/2019 21:45,10/27/2019,-4.99,-7.48,0.88,-1.44
7237,10/27/2019 22:00,10/27/2019,-4.99,-7.51,0.88,-1.44
7238,10/27/2019 22:15,10/27/2019,-4.96,-7.51,0.85,-1.44
7239,10/27/2019 22:30,10/27/2019,-4.96,-7.54,0.47,-1.41
7240,10/27/2019 22:45,10/27/2019,-4.96,-7.54,0.47,-1.41
7241,10/27/2019 23:00,10/27/2019,-4.96,-7.58,0.52,-1.41
7242,10/27/2019 23:15,10/27/2019,-4.96,-7.58,0.61,-1.41
7243,10/27/2019 23:30,10/27/2019,-4.96,-7.58,0.63,-1.41
7244,10/27/2019 23:45,10/27/2019,-4.96,-7.61,0.66,-1.41
7245,10/28/2019 0:00,10/28/2019,-4.96,-7.61,0.69,-1.41
7246,10/28/2019 0:15,10/28/2019,-4.96,-7.64,0.72,-1.41
7247,10/28/2019 0:30,10/28/2019,-4.96,-7.64,0.74,-1.41
7248,10/28/2019 0:45,10/28/2019,-4.96,-7.67,0.80,-1.41
7249,10/28/2019 1:00,10/28/2019,-4.96,-7.67,0.83,-1.41
7250,10/28/2019 1:15,10/28/2019,-4.93,-7.71,0.85,-1.41
7251,10/28/2019 1:30,10/28/2019,-4.93,-7.71,0.88,-1.41
7252,10/28/2019 1:45,10/28/2019,-4.93,-7.74,0.88,-1.41
7253,10/28/2019 2:00,10/28/2019,-4.93,-7.74,0.91,-1.41
7254,10/28/2019 2:15,10/28/2019,-4.93,-7.77,0.91,-1.38
7255,10/28/2019 2:30,10/28/2019,-4.93,-7.77,0.93,-1.38
7256,10/28/2019 2:45,10/28/2019,-4.93,-7.80,0.93,-1.38
7257,10/28/2019 3:00,10/28/2019,-4.93,-7.84,0.96,-1.38
7258,10/28/2019 3:15,10/28/2019,-4.93,-7.84,0.99,-1.38
7259,10/28/2019 3:30,10/28/2019,-4.93,-7.84,0.99,-1.38
7260,10/28/2019 3:45,10/28/2019,-4.93,-7.87,0.99,-1.38
7261,10/28/2019 4:00,10/28/2019,-4.90,-7.87,1.02,-1.38
7262,10/28/2019 4:15,10/28/2019,-4.90,-7.90,1.02,-1.38
7263,10/28/2019 4:30,10/28/2019,-4.90,-7.90,1.04,-1.38
7264,10/28/2019 4:45,10/28/2019,-4.90,-7.94,1.04,-1.38
7265,10/28/2019 5:00,10/28/2019,-4.90,-7.94,1.04,-1.38
7266,10/28/2019 5:15,10/28/2019,-4.90,-7.97,1.04,-1.38
7267,10/28/2019 5:30,10/28/2019,-4.90,-7.97,1.04,-1.36
7268,10/28/2019 5:45,10/28/2019,-4.90,-8.00,1.04,-1.36
7269,10/28/2019 6:00,10/28/2019,-4.87,-8.00,1.04,-1.36
7270,10/28/2019 6:15,10/28/2019,-4.87,-8.03,1.04,-1.36
7271,10/28/2019 6:30,10/28/2019,-4.87,-8.03,1.04,-1.36
7272,10/28/2019 6:45,10/28/2019,-4.87,-8.07,1.04,-1.36
7273,10/28/2019 7:00,10/28/2019,-4.87,-8.10,1.04,-1.36
7274,10/28/2019 7:15,10/28/2019,-4.87,-8.10,1.04,-1.36
7275,10/28/2019 7:30,10/28/2019,-4.87,-8.13,1.04,-1.36
7276,10/28/2019 7:45,10/28/2019,-4.87,-8.13,1.04,-1.36
7277,10/28/2019 8:00,10/28/2019,-4.87,-8.17,1.04,-1.36
7278,10/28/2019 8:15,10/28/2019,-4.87,-8.20,1.04,-1.36
7279,10/28/2019 8:30,10/28/2019,-4.83,-8.20,1.04,-1.36
7280,10/28/2019 8:45,10/28/2019,-4.87,-8.26,1.04,-1.36
7281,10/28/2019 9:00,10/28/2019,-4.83,-8.26,1.04,-1.36
7282,10/28/2019 9:15,10/28/2019,-4.83,-8.36,1.04,-1.33
7283,10/28/2019 9:30,10/28/2019,-4.83,-8.36,1.04,-1.33
7284,10/28/2019 9:45,10/28/2019,-4.83,-8.36,1.04,-1.33
7285,10/28/2019 10:00,10/28/2019,-4.83,-8.43,1.04,-1.33
7286,10/28/2019 10:15,10/28/2019,-4.83,-8.46,1.04,-1.33
7287,10/28/2019 10:30,10/28/2019,-4.83,-8.43,1.04,-1.33
7288,10/28/2019 10:45,10/28/2019,-4.83,-8.40,1.04,-1.33
7289,10/28/2019 11:00,10/28/2019,-4.83,-8.40,1.04,-1.33
7290,10/28/2019 11:15,10/28/2019,-4.80,-8.43,1.04,-1.33
7291,10/28/2019 11:30,10/28/2019,-4.80,-8.43,1.04,-1.33
7292,10/28/2019 11:45,10/28/2019,-4.80,-8.43,1.04,-1.33
7293,10/28/2019 12:00,10/28/2019,-4.80,-8.46,1.04,-1.33
7294,10/28/2019 12:15,10/28/2019,-4.80,-8.50,1.04,-1.33
7295,10/28/2019 12:30,10/28/2019,-4.77,-8.56,1.04,-1.33
7296,10/28/2019 12:45,10/28/2019,-4.77,-8.56,0.99,-1.33
7297,10/28/2019 13:00,10/28/2019,-4.77,-8.56,0.99,-1.30
7298,10/28/2019 13:15,10/28/2019,-4.77,-8.60,0.88,-1.30
7299,10/28/2019 13:30,10/28/2019,-4.77,-8.60,0.77,-1.30
7300,10/28/2019 13:45,10/28/2019,-4.77,-8.66,0.66,-1.30
7301,10/28/2019 14:00,10/28/2019,-4.77,-8.70,0.63,-1.30
7302,10/28/2019 14:15,10/28/2019,-4.77,-8.76,0.74,-1.30
7303,10/28/2019 14:30,10/28/2019,-4.77,-8.76,0.85,-1.30
7304,10/28/2019 14:45,10/28/2019,-4.77,-8.76,0.91,-1.30
7305,10/28/2019 15:00,10/28/2019,-4.77,-8.73,0.91,-1.30
7306,10/28/2019 15:15,10/28/2019,-4.74,-8.70,0.80,-1.30
7307,10/28/2019 15:30,10/28/2019,-4.74,-8.73,0.85,-1.30
7308,10/28/2019 15:45,10/28/2019,-4.74,-8.80,0.85,-1.30
7309,10/28/2019 16:00,10/28/2019,-4.74,-8.83,0.69,-1.30
7310,10/28/2019 16:15,10/28/2019,-4.74,-8.86,0.69,-1.30
7311,10/28/2019 16:30,10/28/2019,-4.74,-8.93,0.74,-1.30
7312,10/28/2019 16:45,10/28/2019,-4.74,-8.93,0.85,-1.30
7313,10/28/2019 17:00,10/28/2019,-4.74,-8.90,0.74,-1.27
7314,10/28/2019 17:15,10/28/2019,-4.74,-9.00,0.61,-1.27
7315,10/28/2019 17:30,10/28/2019,-4.71,-9.03,0.33,-1.27
7316,10/28/2019 17:45,10/28/2019,-4.74,-9.07,0.55,-1.27
7317,10/28/2019 18:00,10/28/2019,-4.74,-9.03,0.61,-1.27
7318,10/28/2019 18:15,10/28/2019,-4.74,-9.10,0.63,-1.27
7319,10/28/2019 18:30,10/28/2019,-4.71,-9.10,0.77,-1.27
7320,10/28/2019 18:45,10/28/2019,-4.71,-9.10,0.85,-1.27
7321,10/28/2019 19:00,10/28/2019,-4.71,-9.10,0.88,-1.27
7322,10/28/2019 19:15,10/28/2019,-4.71,-9.10,0.88,-1.27
7323,10/28/2019 19:30,10/28/2019,-4.71,-9.13,0.93,-1.27
7324,10/28/2019 19:45,10/28/2019,-4.71,-9.20,0.93,-1.24
7325,10/28/2019 20:00,10/28/2019,-4.71,-9.27,0.96,-1.24
7326,10/28/2019 20:15,10/28/2019,-4.68,-9.30,0.96,-1.24
7327,10/28/2019 20:30,10/28/2019,-4.68,-9.37,0.91,-1.24
7328,10/28/2019 20:45,10/28/2019,-4.68,-9.37,0.93,-1.24
7329,10/28/2019 21:00,10/28/2019,-4.68,-9.37,0.96,-1.24
7330,10/28/2019 21:15,10/28/2019,-4.68,-9.47,0.93,-1.24
7331,10/28/2019 21:30,10/28/2019,-4.68,-9.47,0.96,-1.24
7332,10/28/2019 21:45,10/28/2019,-4.68,-9.51,0.93,-1.24
7333,10/28/2019 22:00,10/28/2019,-4.68,-9.51,0.96,-1.24
7334,10/28/2019 22:15,10/28/2019,-4.68,-9.58,0.99,-1.24
7335,10/28/2019 22:30,10/28/2019,-4.68,-9.64,0.99,-1.24
7336,10/28/2019 22:45,10/28/2019,-4.68,-9.68,0.96,-1.24
7337,10/28/2019 23:00,10/28/2019,-4.68,-9.68,0.93,-1.24
7338,10/28/2019 23:15,10/28/2019,-4.68,-9.75,0.93,-1.21
7339,10/28/2019 23:30,10/28/2019,-4.68,-9.78,0.93,-1.21
7340,10/28/2019 23:45,10/28/2019,-4.68,-9.75,0.93,-1.21
7341,10/29/2019 0:00,10/29/2019,-4.65,-9.78,0.91,-1.21
7342,10/29/2019 0:15,10/29/2019,-4.65,-9.78,0.91,-1.21
7343,10/29/2019 0:30,10/29/2019,-4.65,-9.82,0.93,-1.21
7344,10/29/2019 0:45,10/29/2019,-4.65,-9.82,0.93,-1.21
7345,10/29/2019 1:00,10/29/2019,-4.62,-9.85,0.91,-1.21
7346,10/29/2019 1:15,10/29/2019,-4.62,-9.89,0.88,-1.21
7347,10/29/2019 1:30,10/29/2019,-4.62,-9.89,0.88,-1.21
7348,10/29/2019 1:45,10/29/2019,-4.62,-9.92,0.88,-1.21
7349,10/29/2019 2:00,10/29/2019,-4.59,-9.99,0.85,-1.21
7350,10/29/2019 2:15,10/29/2019,-4.62,-10.02,0.91,-1.19
7351,10/29/2019 2:30,10/29/2019,-4.62,-10.06,0.85,-1.19
7352,10/29/2019 2:45,10/29/2019,-4.59,-10.09,0.91,-1.19
7353,10/29/2019 3:00,10/29/2019,-4.59,-10.13,0.93,-1.19
7354,10/29/2019 3:15,10/29/2019,-4.59,-10.09,0.93,-1.19
7355,10/29/2019 3:30,10/29/2019,-4.59,-10.16,0.96,-1.19
7356,10/29/2019 3:45,10/29/2019,-4.59,-10.16,0.99,-1.19
7357,10/29/2019 4:00,10/29/2019,-4.59,-10.20,0.99,-1.19
7358,10/29/2019 4:15,10/29/2019,-4.59,-10.20,1.02,-1.19
7359,10/29/2019 4:30,10/29/2019,-4.59,-10.20,1.02,-1.19
7360,10/29/2019 4:45,10/29/2019,-4.59,-10.20,0.99,-1.19
7361,10/29/2019 5:00,10/29/2019,-4.59,-10.27,0.99,-1.19
7362,10/29/2019 5:15,10/29/2019,-4.59,-10.30,0.93,-1.19
7363,10/29/2019 5:30,10/29/2019,-4.56,-10.30,0.93,-1.19
7364,10/29/2019 5:45,10/29/2019,-4.59,-10.30,0.96,-1.19
7365,10/29/2019 6:00,10/29/2019,-4.59,-10.34,0.99,-1.19
7366,10/29/2019 6:15,10/29/2019,-4.56,-10.37,0.99,-1.16
7367,10/29/2019 6:30,10/29/2019,-4.56,-10.41,0.99,-1.16
7368,10/29/2019 6:45,10/29/2019,-4.56,-10.44,0.99,-1.16
7369,10/29/2019 7:00,10/29/2019,-4.56,-10.48,0.96,-1.16
7370,10/29/2019 7:15,10/29/2019,-4.56,-10.48,0.91,-1.16
7371,10/29/2019 7:30,10/29/2019,-4.56,-10.51,0.88,-1.16
7372,10/29/2019 7:45,10/29/2019,-4.56,-10.55,0.91,-1.16
7373,10/29/2019 8:00,10/29/2019,-4.53,-10.55,0.85,-1.16
7374,10/29/2019 8:15,10/29/2019,-4.53,-10.55,0.85,-1.16
7375,10/29/2019 8:30,10/29/2019,-4.53,-10.55,0.83,-1.16
7376,10/29/2019 8:45,10/29/2019,-4.53,-10.58,0.83,-1.16
7377,10/29/2019 9:00,10/29/2019,-4.53,-10.62,0.80,-1.16
7378,10/29/2019 9:15,10/29/2019,-4.53,-10.62,0.83,-1.16
7379,10/29/2019 9:30,10/29/2019,-4.50,-10.62,0.80,-1.13
7380,10/29/2019 9:45,10/29/2019,-4.50,-10.62,0.80,-1.13
7381,10/29/2019 10:00,10/29/2019,-4.50,-10.62,0.83,-1.13
7382,10/29/2019 10:15,10/29/2019,-4.47,-10.65,0.88,-1.13
7383,10/29/2019 10:30,10/29/2019,-4.47,-10.69,0.91,-1.13
7384,10/29/2019 10:45,10/29/2019,-4.47,-10.69,0.93,-1.13
7385,10/29/2019 11:00,10/29/2019,-4.47,-10.65,0.85,-1.13
7386,10/29/2019 11:15,10/29/2019,-4.44,-10.65,0.85,-1.13
7387,10/29/2019 11:30,10/29/2019,-4.44,-10.69,0.91,-1.13
7388,10/29/2019 11:45,10/29/2019,-4.44,-10.65,0.88,-1.13
7389,10/29/2019 12:00,10/29/2019,-4.44,-10.65,0.93,-1.13
7390,10/29/2019 12:15,10/29/2019,-4.44,-10.69,0.93,-1.13
7391,10/29/2019 12:30,10/29/2019,-4.44,-10.65,0.96,-1.13
7392,10/29/2019 12:45,10/29/2019,-4.44,-10.65,0.99,-1.13
7393,10/29/2019 13:00,10/29/2019,-4.44,-10.65,1.02,-1.13
7394,10/29/2019 13:15,10/29/2019,-4.44,-10.65,1.02,-1.13
7395,10/29/2019 13:30,10/29/2019,-4.44,-10.65,1.02,-1.13
7396,10/29/2019 13:45,10/29/2019,-4.44,-10.69,1.02,-1.13
7397,10/29/2019 14:00,10/29/2019,-4.44,-10.65,1.02,-1.10
7398,10/29/2019 14:15,10/29/2019,-4.41,-10.65,1.02,-1.10
7399,10/29/2019 14:30,10/29/2019,-4.41,-10.62,1.02,-1.10
7400,10/29/2019 14:45,10/29/2019,-4.41,-10.62,1.02,-1.10
7401,10/29/2019 15:00,10/29/2019,-4.41,-10.62,1.04,-1.10
7402,10/29/2019 15:15,10/29/2019,-4.41,-10.62,1.04,-1.10
7403,10/29/2019 15:30,10/29/2019,-4.41,-10.62,1.04,-1.10
7404,10/29/2019 15:45,10/29/2019,-4.41,-10.62,1.04,-1.10
7405,10/29/2019 16:00,10/29/2019,-4.41,-10.62,1.04,-1.10
7406,10/29/2019 16:15,10/29/2019,-4.41,-10.62,1.04,-1.10
7407,10/29/2019 16:30,10/29/2019,-4.41,-10.62,1.04,-1.10
7408,10/29/2019 16:45,10/29/2019,-4.41,-10.62,1.04,-1.10
7409,10/29/2019 17:00,10/29/2019,-4.41,-10.62,1.04,-1.10
7410,10/29/2019 17:15,10/29/2019,-4.41,-10.62,1.04,-1.10
7411,10/29/2019 17:30,10/29/2019,-4.41,-10.65,1.04,-1.10
7412,10/29/2019 17:45,10/29/2019,-4.41,-10.65,1.04,-1.10
7413,10/29/2019 18:00,10/29/2019,-4.41,-10.65,1.04,-1.10
7414,10/29/2019 18:15,10/29/2019,-4.41,-10.65,1.04,-1.10
7415,10/29/2019 18:30,10/29/2019,-4.38,-10.65,1.04,-1.10
7416,10/29/2019 18:45,10/29/2019,-4.38,-10.65,1.04,-1.10
7417,10/29/2019 19:00,10/29/2019,-4.38,-10.69,1.04,-1.10
7418,10/29/2019 19:15,10/29/2019,-4.38,-10.69,1.04,-1.10
7419,10/29/2019 19:30,10/29/2019,-4.38,-10.72,1.04,-1.07
7420,10/29/2019 19:45,10/29/2019,-4.38,-10.72,1.07,-1.07
7421,10/29/2019 20:00,10/29/2019,-4.38,-10.76,1.07,-1.07
7422,10/29/2019 20:15,10/29/2019,-4.38,-10.79,1.04,-1.07
7423,10/29/2019 20:30,10/29/2019,-4.38,-10.83,1.07,-1.07
7424,10/29/2019 20:45,10/29/2019,-4.35,-10.83,1.07,-1.07
7425,10/29/2019 21:00,10/29/2019,-4.35,-10.83,1.07,-1.07
7426,10/29/2019 21:15,10/29/2019,-4.35,-10.86,1.07,-1.07
7427,10/29/2019 21:30,10/29/2019,-4.35,-10.90,1.07,-1.07
7428,10/29/2019 21:45,10/29/2019,-4.35,-10.93,1.07,-1.07
7429,10/29/2019 22:00,10/29/2019,-4.35,-10.97,1.07,-1.07
7430,10/29/2019 22:15,10/29/2019,-4.35,-11.01,1.07,-1.07
7431,10/29/2019 22:30,10/29/2019,-4.35,-11.04,1.07,-1.07
7432,10/29/2019 22:45,10/29/2019,-4.35,-11.04,1.07,-1.07
7433,10/29/2019 23:00,10/29/2019,-4.35,-11.08,1.07,-1.07
7434,10/29/2019 23:15,10/29/2019,-4.32,-11.11,1.07,-1.07
